From;To;Datetime;Message-ID;In-Reply-To;Subject;Content;Label
m.hoffer@hotmail.com;j.parker@ziegler-cat.com;24.01.2018 09:35:00;673312.749157@hotmail;538830.561824@ziegler-cat;Re: Your Application at Ziegler-Cat;"Dear Ms Parker,

so the position is not open anymore? I can still see the job ad and see that it was even edited last week. To be honest, this is not a professional behavior. I have put a lot of time into my application!

Best,
Martin Hoffer";4
j.parker@ziegler-cat.com;m.hoffer@hotmail.com;24.01.2018 09:55:00;194951.610916@ziegler-cat;673312.749157@hotmail;Re:Re: Your Application at Ziegler-Cat;"Dear Mister Hoffer,

we are so sorry for the mistake! The job ad should have been deleted last week.
We wish you all the best for your future career!

Best regards
Jessica Parker
Junior Associate Human Resource and Employer Marketing

Ziegler Caterpillar
5300 Harbor Dr Sioux City,
IA 51111
(712) 252-4401.
office@ziegler-cat.com
CONFIDENTIALITY NOTICE: The contents of this email message and any attachments are intended solely for the addressee(s) and may contain confidential and/or privileged information and may be legally protected from disclosure.";4
jeremy.smith@onemail.com;office@ziegler-cat.com;09.07.2018 22:44:00;453442.991714@onemail;;Application as Maintenance Technician;"Hello,
I would like to apply for the maintenance technician I found posted on https://monster.com.
Is the job still available?
Please find all the necessary documents attached.

Best regards
Jeremy Smith";1
j.parker@ziegler-cat.com;jeremy.smith@onemail.com;09.07.2018 22:46:00;724514.977356@ziegler-cat;453442.991714@onemail;Re: Application as Maintenance Technician;"Dear Mr. Smith,

thank you a lot for your appliation which has been well received! Currently, many emails are reaching us - therefore please allow us up to 10 business days to reply to your application.

Thank you for your understanding.

Best regards
Jessica Parker
Junior Associate Human Resource and Employer Marketing

Ziegler Caterpillar
5300 Harbor Dr Sioux City,
IA 51111
(712) 252-4401.
office@ziegler-cat.com
CONFIDENTIALITY NOTICE: The contents of this email message and any attachments are intended solely for the addressee(s) and may contain confidential and/or privileged information and may be legally protected from disclosure.";2
j.parker@ziegler-cat.com;j.weber@ziegler-cat.com;13.07.2018 11:09:00;228283.669491@ziegler-cat;;Application for Maintenance Technician;"Dear John,

we received an application as maintenance engineer. Please find his details attached.
What do you think?

Best regards
Jessica";3
j.weber@ziegler-cat.com;j.parker@ziegler-cat.com;13.07.2018 16:30:00;868734.867953@ziegler-cat;228283.669491@ziegler-cat;Re: Application for Maintenance Technician;"Hi Jessica,

since last May we are no longer responsible for plant maintenance - all plant operations are now done by the Plant Security department.

Best regards
John";3
j.parker@ziegler-cat.com;j.weber@ziegler-cat.com;14.07.2018 09:45:00;972334.852835@ziegler-cat;868734.867953@ziegler-cat;Re:Re: Application for Maintenance Technician;"Hi John,

thank you for the info, I will forward it to the correct department.

Best,
Jessica";3
j.parker@ziegler-cat.com;p.jenkins@ziegler-cat.com;14.07.2018 09:11:00;584590.598129@ziegler-cat;;Application for Maintenance Technician;"Hi Peter,

we have received a candidate for the position as maintenance engineer. Please find attached all the information.
Best,
Jessica";3
p.jenkins@ziegler-cat.com;j.parker@ziegler-cat.com;14.07.2018 15:44:00;320373.584292@ziegler-cat;584590.598129@ziegler-cat;Re: Application for Maintenance Technician;"Hi Jessica,
for which position does the candidate apply for? We have two positions open - one is plant maintenance engineer (responsible for maintaining our plants) and one is product maintenance engineer (responsible for maintaining our products at customer sites).

Best,
Peter";3
j.parker@ziegler-cat.com;p.jenkins@ziegler-cat.com;14.07.2018 16:59:00;529936.242655@ziegler-cat;320373.584292@ziegler-cat;Re:Re: Application for Maintenance Technician;"Hi Peter,
I will ask him and get back to you as soon as I know more!

Best regards
Jessica";3
j.parker@ziegler-cat.com;jeremy.smith@onemail.com;15.07.2018 09:11:00;627803.650059@ziegler-cat;;Your Application at Ziegler-Cat;"Dear Mister Smith,

currently, there are two open positions in your field. One is plant maintenance engineer who is responsible for maintaining the company's plants and one is product maintenance engineer who is maintaining our products at customer's plants.
For which job do you want to apply for?

Best regards
Jessica Parker
Junior Associate Human Resource and Employer Marketing

Ziegler Caterpillar
5300 Harbor Dr Sioux City,
IA 51111
(712) 252-4401.
office@ziegler-cat.com
CONFIDENTIALITY NOTICE: The contents of this email message and any attachments are intended solely for the addressee(s) and may contain confidential and/or privileged information and may be legally protected from disclosure.";4
jeremy.smith@onemail.com;j.parker@ziegler-cat.com;15.07.2018 09:44:00;415715.255357@onemail;627803.650059@ziegler-cat;Re: Your Application at Ziegler-Cat;"Dear Miss Parker,

I would like to apply for the plant maintenance engineer position.

Best regards
Jeremy Smith";4
j.parker@ziegler-cat.com;p.jenkins@ziegler-cat.com;15.07.2018 16:57:00;815168.686313@ziegler-cat;529936.242655@ziegler-cat;Re:Re:Re: Application for Maintenance Technician;"Hi Peter,

the applicant would like to apply for the position as plant maintenance engineer.

Best,
Jessica";3
p.jenkins@ziegler-cat.com;j.parker@ziegler-cat.com;18.07.2018 14:46:00;628829.858812@ziegler-cat;815168.686313@ziegler-cat;Re:Re:Re:Re: Application for Maintenance Technician;"Hello Jessica,
we screened mister Smith's documents and we think he would be a good fit to our department. Should we invite him to an interview?

Best,
Peter";3
j.parker@ziegler-cat.com;p.jenkins@ziegler-cat.com;20.07.2018 11:00:00;512587.687204@ziegler-cat;628829.858812@ziegler-cat;Re:Re:Re:Re:Re: Application for Maintenance Technician;"Yes, how about the 28th of July at 10:00am?

Best,
Jessica";3
p.jenkins@ziegler-cat.com;j.parker@ziegler-cat.com;20.07.2018 11:03:00;768439.756193@ziegler-cat;512587.687204@ziegler-cat;Re:Re:Re:Re:Re:Re: Application for Maintenance Technician;"The proposed date works fine for me.
Best,
Peter";3
j.parker@ziegler-cat.com;jeremy.smith@onemail.com;20.07.2018 13:49:00;727360.284059@ziegler-cat;;Your Application at Ziegler-Cat;"Dear mister Smith,

thank you for your appliation and your patience. We have processed your application and would like to invite you for an interview and to get to know you better at the 28th of July at 10:00 am.

Does this date work for you?

We are looking forward to hearing from you!

Best regards
Jessica Parker
Junior Associate Human Resource and Employer Marketing

Ziegler Caterpillar
5300 Harbor Dr Sioux City,
IA 51111
(712) 252-4401.
office@ziegler-cat.com
CONFIDENTIALITY NOTICE: The contents of this email message and any attachments are intended solely for the addressee(s) and may contain confidential and/or privileged information and may be legally protected from disclosure.";4
jeremy.smith@onemail.com;j.parker@ziegler-cat.com;20.07.2018 15:35:00;558774.151648@onemail;727360.284059@ziegler-cat;Re: Your Application at Ziegler-Cat;"Dear miss Parker,

thank you for your consideration! Yes, the date works fine for me.

Best regards
Jeremy Smith";4
j.parker@ziegler-cat.com;jeremy.smith@onemail.com;21.07.2018 08:33:00;726685.626178@ziegler-cat;558774.151648@onemail;Re:Re: Your Application at Ziegler-Cat;"Dear mister Smith,

perfect, we are looking forward to meeting you. My assistant, Ms Flatcher will meet you at the lobby at 10:00am. Please find attached an .ical file for your digital calendar.

Best regards
Jessica Parker
Junior Associate Human Resource and Employer Marketing

Ziegler Caterpillar
5300 Harbor Dr Sioux City,
IA 51111
(712) 252-4401.
office@ziegler-cat.com
CONFIDENTIALITY NOTICE: The contents of this email message and any attachments are intended solely for the addressee(s) and may contain confidential and/or privileged information and may be legally protected from disclosure.";4
j.parker@ziegler-cat.com;jeremy.smith@onemail.com;30.07.2018 09:22:00;508342.308307@ziegler-cat;726685.626178@ziegler-cat;Re:Re:Re: Your Application at Ziegler-Cat;"Dear mister Smith,

We were happy to meet you in person. Unfortunately we cannot consider you for the position you applied for.
Nevertheless we wish you all the best for your future career!

Best regards
Jessica Parker
Junior Associate Human Resource and Employer Marketing

Ziegler Caterpillar
5300 Harbor Dr Sioux City,
IA 51111
(712) 252-4401.
office@ziegler-cat.com
CONFIDENTIALITY NOTICE: The contents of this email message and any attachments are intended solely for the addressee(s) and may contain confidential and/or privileged information and may be legally protected from disclosure.";4
elise.taylor@t-online.com;office@ziegler-cat.com;19.08.2018 11:45:00;814088.176120@t-online;;Application for the position of Junior Accountant;"Dear sir or madam,

I found the job advertisement for the position as junior accountant on your website and would like to apply for it. I recently graduated in finance and have already collected valuable experiences through internships. I would be happy if you consider my application.
My documents are attached below.

Best regards
Elise Taylor";1
j.parker@ziegler-cat.com;elise.taylor@t-online.com;19.08.2018 11:46:00;985584.233581@ziegler-cat;814088.176120@t-online;Your Application at Ziegler-Cat;"Dear Ms. Taylor

thank you a lot for your appliation which has been well received! Currently, many emails are reaching us - therefore please allow us up to 10 business days to reply to your application.

Thank you for your understanding.

Best regards
Jessica Parker
Junior Associate Human Resource and Employer Marketing

Ziegler Caterpillar
5300 Harbor Dr Sioux City,
IA 51111
(712) 252-4401.
office@ziegler-cat.com
CONFIDENTIALITY NOTICE: The contents of this email message and any attachments are intended solely for the addressee(s) and may contain confidential and/or privileged information and may be legally protected from disclosure.";2
j.parker@ziegler-cat.com;c.mueller@ziegler-cat.com;26.08.2018 09:05:00;931936.222290@ziegler-cat;;Application for Junior Accountant;"Hello Cindy,

I just received an application for the position of a Junior Accountant. Please find attached her profile. Do you think she would fit into your department?

Thanks and best regards
Jessica";3
c.mueller@ziegler-cat.com;j.parker@ziegler-cat.com;26.08.2018 14:31:00;690213.958249@ziegler-cat;931936.222290@ziegler-cat;Re: Application for Junior Accountant;"Hi Jessica,

seems like there are no files attached..

Best,
Cindy";3
j.parker@ziegler-cat.com;c.mueller@ziegler-cat.com;26.08.2018 16:33:00;555799.914249@ziegler-cat;690213.958249@ziegler-cat;Re:Re: Application for Junior Accountant;"Hi Cindy,
so sorry, I forgot the attachment. Please find them below.

Kind regards,
Jessica";3
c.mueller@ziegler-cat.com;j.parker@ziegler-cat.com;27.08.2018 19:11:00;973111.264195@ziegler-cat;555799.914249@ziegler-cat;Re:Re:Re: Application for Junior Accountant;"Hi Jessica,
thank you so much! Do you know more about her Excel skills? In her resume the applicant only states general Microsoft Office Skills.

Best,
Cindy";3
j.parker@ziegler-cat.com;c.mueller@ziegler-cat.com;29.08.2018 08:45:00;405419.775834@ziegler-cat;973111.264195@ziegler-cat;Re:Re:Re:Re: Application for Junior Accountant;"Hi Cindy,

I'll ask her and get back to you.

Best,
Jessica";3
j.parker@ziegler-cat.com;elise.taylor@t-online.com;29.08.2018 16:42:00;919298.783511@ziegler-cat;;Your Application at Ziegler-Cat;"Dear Ms. Taylor,

thank you so much for you application. During the screening of your documents we found that you stated Informations about your overall Microsoft Office skills but not specifically your skills with Excel. As Microsoft Excel is a very important tool in our Accounting Department, could you please elaborate a little on your familiarity with it?

Thanks and best regards
Best regards
Jessica Parker
Junior Associate Human Resource and Employer Marketing

Ziegler Caterpillar
5300 Harbor Dr Sioux City,
IA 51111
(712) 252-4401.
office@ziegler-cat.com
CONFIDENTIALITY NOTICE: The contents of this email message and any attachments are intended solely for the addressee(s) and may contain confidential and/or privileged information and may be legally protected from disclosure.";4
elise.taylor@t-online.com;j.parker@ziegler-cat.com;30.08.2018 11:33:00;492238.331505@t-online;919298.783511@ziegler-cat;Re: Your Application at Ziegler-Cat;"Dear Ms. Parker,

thank you for your mail! I would consider my Excel skills to be slightly above average. However I am really good with computers and a fast learner. Also, I am willing to dig into any field that is needed for the job.

Best regards,
Elise Taylor";4
j.parker@ziegler-cat.com;elise.taylor@t-online.com;02.09.2018 10:10:00;576997.539294@ziegler-cat;492238.331505@t-online;Re:Re: Your Application at Ziegler-Cat;"Dear Ms. Taylor,

thank you so much for your information, I will forward it to the respective department and get back to you as soon as I have more information.

Best regards
Jessica Parker
Junior Associate Human Resource and Employer Marketing

Ziegler Caterpillar
5300 Harbor Dr Sioux City,
IA 51111
(712) 252-4401.
office@ziegler-cat.com
CONFIDENTIALITY NOTICE: The contents of this email message and any attachments are intended solely for the addressee(s) and may contain confidential and/or privileged information and may be legally protected from disclosure.""";4
j.parker@ziegler-cat.com;c.mueller@ziegler-cat.com;02.09.2018 10:20:00;629899.954890@ziegler-cat;405419.775834@ziegler-cat;Re:Re:Re:Re:Re: Application for Junior Accountant;"Dear Cindy,

the applicant states that she has slightly above average Excel skills but that she is in general very good with computers and that she is willing to dig into it if her skills are not good enough.
What do you think?

Best regards
Jessica";3
c.mueller@ziegler-cat.com;j.parker@ziegler-cat.com;02.09.2018 14:35:00;185862.247921@ziegler-cat;629899.954890@ziegler-cat;Re:Re:Re:Re:Re:Re: Application for Junior Accountant;"Hi Jessica,

I think that might work, we can also assign some of our company-trainings to her, if needed. Do we have some Excel courses upcoming?

Best regards
Cindy";3
j.parker@ziegler-cat.com;c.mueller@ziegler-cat.com;03.09.2018 08:01:00;490700.811326@ziegler-cat;185862.247921@ziegler-cat;Re: Re:Re:Re:Re:Re:Re: Application for Junior Accountant;"Hi Cindy,
I don't think there are any Excel courses planned in the future but if needed we can set up one for the applicant.

Best regards
Jessica";3
j.parker@ziegler-cat.com;c.mueller@ziegler-cat.com;03.09.2018 12:47:00;754500.832215@ziegler-cat;490700.811326@ziegler-cat;Excel Training;"Hi Cindy,

I just looked into it and actually, we will have an Excel course next month which looks like it would be well suited for Miss Taylor. What do you think, should we invite her for an interview?

Jessica";3
c.mueller@ziegler-cat.com;j.parker@ziegler-cat.com;03.09.2018 16:31:00;567140.937647@ziegler-cat;754500.832215@ziegler-cat;Re: Excel Training;"Hi Jessica,
yes please - how about next Thursday, 09:00pm?

Best,
Cindy";3
j.parker@ziegler-cat.com;c.mueller@ziegler-cat.com;04.09.2018 11:21:00;807702.865879@ziegler-cat;567140.937647@ziegler-cat;Re:Re: Excel Training;"Hi Cindy,

yes that works for us - I'll share the date with the applicant.

Best,
Jessica";3
j.parker@ziegler-cat.com;elise.taylor@t-online.com;05.09.2018 08:44:00;821348.231579@ziegler-cat;;Invitation for Interview;"Dear Ms. Taylor,

we finished screening your application and would like to get to know you in person. Do you have time next thursday at 09:00am for a meeting at our headquarters?

Thank you and best regards
Jessica Parker
Junior Associate Human Resource and Employer Marketing

Ziegler Caterpillar
5300 Harbor Dr Sioux City,
IA 51111
(712) 252-4401.
office@ziegler-cat.com
CONFIDENTIALITY NOTICE: The contents of this email message and any attachments are intended solely for the addressee(s) and may contain confidential and/or privileged information and may be legally protected from disclosure.""";4
elise.taylor@t-online.com;j.parker@ziegler-cat.com;05.09.2018 09:31:00;477053.993807@t-online;821348.231579@ziegler-cat;Re: Invitation for Interview;"Dear Ms. Parker,

thank you for your consideration, the proposed date and time work fine for me, I will be there.

Sincerely,
Elise Taylor";4
j.parker@ziegler-cat.com;elise.taylor@t-online.com;05.09.2018 11:48:00;579603.303422@ziegler-cat;477053.993807@t-online;Re:Re: Invitation for Interview;"Dear Ms. Taylor,

we're looking forward to meeting you. Please be at the lobby shortly before 09:00 am, my assistant Ms. Flatcher will pick you up there.
Also, please find attached an .ical file for your digital calendar.

Best regards
Jessica Parker
Junior Associate Human Resource and Employer Marketing

Ziegler Caterpillar
5300 Harbor Dr Sioux City,
IA 51111
(712) 252-4401.
office@ziegler-cat.com
CONFIDENTIALITY NOTICE: The contents of this email message and any attachments are intended solely for the addressee(s) and may contain confidential and/or privileged information and may be legally protected from disclosure.""";4
j.parker@ziegler-cat.com;elise.taylor@t-online.com;17.09.2018 11:04:00;230371.245986@ziegler-cat;;Work contract and start of work;"Dear Ms. Taylor,

we are happy to got to know you. As discussed, we would like to offer you a contract which is also attached to this mail. All the details we discusses at the end of the interview are included. Your starting day would be the first day of the next month. If you agree, please sign the contract and send it back to me.

We are happy to have you on board!

Thank you and best regards

Jessica Parker
Junior Associate Human Resource and Employer Marketing

Ziegler Caterpillar
5300 Harbor Dr Sioux City,
IA 51111
(712) 252-4401.
office@ziegler-cat.com
CONFIDENTIALITY NOTICE: The contents of this email message and any attachments are intended solely for the addressee(s) and may contain confidential and/or privileged information and may be legally protected from disclosure.""";4
elise.taylor@t-online.com;j.parker@ziegler-cat.com;17.09.2018 16:30;921079.285713@t-online;230371.245986@ziegler-cat;Re: Work contract and start of work;"Dear Ms. Parker,

Thank you for your kind words! I am happy to be on board and the contract is fine for me - please find the signed PDF attached to this mail.

Best regards and see you soon
Elise Taylor";4
lena.williams@outlook.com;office@ziegler-cat.com;02.04.2018 19:23:00;414205.425243@outlook;;Application as a secretary;"Dear sir or madam,

I would like to apply as a secretary at your company. I have been working as a secretary for the past 10 years and I think my experience qualifies me well for the job. Please find attached my application documents.

Yours sincerely,
Lena Williams";1
j.parker@ziegler-cat.com;lena.williams@outlook.com;02.04.2018 19:25:00;252343.109388@ziegler-cat;414205.425243@outlook;Your Application at Ziegler-Cat;"Dear Ms. Williams,

thank you a lot for your appliation which has been well received! Currently, many emails are reaching us - therefore please allow us up to 10 business days to reply to your application.

Thank you for your understanding.

Best regards
Jessica Parker
Junior Associate Human Resource and Employer Marketing

Ziegler Caterpillar
5300 Harbor Dr Sioux City,
IA 51111
(712) 252-4401.
office@ziegler-cat.com
CONFIDENTIALITY NOTICE: The contents of this email message and any attachments are intended solely for the addressee(s) and may contain confidential and/or privileged information and may be legally protected from disclosure.";2
j.parker@ziegler-cat.com;m.evans@ziegler-cat.com;07.04.2018 08:03:00;301100.210045@ziegler-cat;;Application Secretary;"Dear mister Evans,

I just received an application for the position of secretary to the CEO. Please find attached all the details and the resume of the applicant.

Best regards
Jessica Parker";3
m.evans@ziegler-cat.com;j.parker@ziegler-cat.com;07.04.2018 14:15:00;545489.758213@ziegler-cat;301100.210045@ziegler-cat;Re: Application Secretary;"Dear Ms Parker,

for the position, a previous working experience of 10 years is required. In the resume I cannot see the working duration of Ms. Williams at her last employer. Do you know more? For future applications I would ask you to screen the documents more thoroughly before forwarding them.

Thank you and best regards
Michael Evans";3
j.parker@ziegler-cat.com;m.evans@ziegler-cat.com;07.04.2018 14:25:00;870110.317978@ziegler-cat;545489.758213@ziegler-cat;Re: Re: Application Secretary;"Dear Mister Evans,

sorry for the mistake! Miss Williams stated that she has been working as a secretary for the last 10 years.

Best regards,
Jessica Parker";3
m.evans@ziegler-cat.com;j.parker@ziegler-cat.com;08.04.2018 07:21:00;879632.616128@ziegler-cat;870110.317978@ziegler-cat;Re:Re: Re: Application Secretary;"Ok, her resume looks fine - let's invite her, shall we?
Best regards
ME";3
j.parker@ziegler-cat.com;m.evans@ziegler-cat.com;08.04.2018 09:45:00;991083.662337@ziegler-cat;879632.616128@ziegler-cat;Re:Re:Re: Re: Application Secretary;"Dear mister Evans,

I saw in your calendar, that you are free next wednesday, 08:30am. Does this schedule work for you?

Best regards
Jessica Parker";3
m.evans@ziegler-cat.com;j.parker@ziegler-cat.com;08.04.2018 09:56:00;728024.697562@ziegler-cat;991083.662337@ziegler-cat;Re:Re:Re:Re: Re: Application Secretary;"Hi Jessica,

yes - works for me, please set everything up.

Best,
ME";3
j.parker@ziegler-cat.com;lena.williams@outlook.com;09.04.2018 08:12:00;562008.217979@ziegler-cat;;Invitation to Job Interview;"Dear Ms Williams,

we finished screening your documents and would like to meet you in person. As a date, we propose the next Wednesday at 08:30am. Does this work for you?

We are looking forward to get to know you personally. At the meeting, the assistant of the CEO, Mister Evans will also be present.

Best regards
Jessica Parker
Junior Associate Human Resource and Employer Marketing

Ziegler Caterpillar
5300 Harbor Dr Sioux City,
IA 51111
(712) 252-4401.
office@ziegler-cat.com
CONFIDENTIALITY NOTICE: The contents of this email message and any attachments are intended solely for the addressee(s) and may contain confidential and/or privileged information and may be legally protected from disclosure.";4
lena.williams@outlook.com;j.parker@ziegler-cat.com;09.04.2018 09:43:00;678781.968558@outlook;562008.217979@ziegler-cat;Re: Invitation to Job Interview;"Dear Ms Parker,

thank you for your consideration. The date works fine for me, I am looking forward to meeting you!

Sincerely,
Lena Williams";4
j.parker@ziegler-cat.com;lena.williams@outlook.com;09.04.2018 13:21:00;254894.889294@ziegler-cat;678781.968558@outlook;Re:Re: Invitation to Job Interview;"Dear Ms Williams,

we are happy to meet you soon. Please come to the lobby next Wednesday, my assistant Ms. Flatcher will pick you up there. Also, an .ical file is attached to this mail for your digital calendar.

Best regards
Jessica Parker
Junior Associate Human Resource and Employer Marketing

Ziegler Caterpillar
5300 Harbor Dr Sioux City,
IA 51111
(712) 252-4401.
office@ziegler-cat.com
CONFIDENTIALITY NOTICE: The contents of this email message and any attachments are intended solely for the addressee(s) and may contain confidential and/or privileged information and may be legally protected from disclosure.""";4
j.parker@ziegler-cat.com;lena.williams@outlook.com;20.04.2018 08:30:00;632084.870719@ziegler-cat;;Contract and first day of work;"Dear Ms Williams,

It was a pleasure to meet you! As discussed in the interview, we will send the contract to you via mail. Please sign it and return it to us. Your first day of work will be the first day of the next month.
We are happy to have you on board! If you have any questions please do not hestitate to ask.

Best regards
Jessica Parker
Junior Associate Human Resource and Employer Marketing

Ziegler Caterpillar
5300 Harbor Dr Sioux City,
IA 51111
(712) 252-4401.
office@ziegler-cat.com
CONFIDENTIALITY NOTICE: The contents of this email message and any attachments are intended solely for the addressee(s) and may contain confidential and/or privileged information and may be legally protected from disclosure.""";4
james.davies@att.net;office@ziegler-cat.com;04.10.2019 23:41:00;237228.286748@att.net;;Re: Contract and first day of work;"Dear sir or madam,

I am hereby applying for the position of a Process Engineer as outlined on your website.
Please find attached all the necessary documents.

I would be more than happy over your consideration.

Best regards,
James Davies";1
j.parker@ziegler-cat.com;james.davies@att.net;04.10.2019 23:42:00;909687.648920@ziegler-cat;237228.286748@att.net;Your Application at Ziegler-Cat;"Dear Mr. Davies,

thank you a lot for your appliation which has been well received! Currently, many emails are reaching us - therefore please allow us up to 10 business days to reply to your application.

Thank you for your understanding.

Best regards
Jessica Parker
Junior Associate Human Resource and Employer Marketing

Ziegler Caterpillar
5300 Harbor Dr Sioux City,
IA 51111
(712) 252-4401.
office@ziegler-cat.com
CONFIDENTIALITY NOTICE: The contents of this email message and any attachments are intended solely for the addressee(s) and may contain confidential and/or privileged information and may be legally protected from disclosure.";2
j.parker@ziegler-cat.com;h.lincoln@ziegler-cat.com;06.10.2019 08:12:00;474636.954708@ziegler-cat;;Process Engineer Application;"Dear Howard,

We received an application for the position of a process engineer. Our first screening indicates that he is highly qualified. What do you think? You can find his details attached.

Best regards,
Jessica";3
h.lincoln@ziegler-cat.com;j.parker@ziegler-cat.com;06.10.2019 08:44:00;855376.823631@ziegler-cat;474636.954708@ziegler-cat;Re: Process Engineer Application;"Hi Jessica,

great news! We've been looking for months! We also looked into mister Davies documents and are really impressed. I would really like to meet him!

Best,
Howard L.";3
j.parker@ziegler-cat.com;h.lincoln@ziegler-cat.com;06.10.2019 09:31:00;258358.891918@ziegler-cat;855376.823631@ziegler-cat;Re:Re: Process Engineer Application;"Ok, I'll invite him. Would be next Thursday, 13:30 be fine for you?

Best,
Jessica";3
h.lincoln@ziegler-cat.com;j.parker@ziegler-cat.com;06.10.2019 11:43:00;142682.480364@ziegler-cat;258358.891918@ziegler-cat;Re:Re:Re: Process Engineer Application;"Hi,
yes that works!

Best,
HL";3
j.parker@ziegler-cat.com;james.davies@att.net;07.10.2019 08:45:00;884986.354786@ziegler-cat;;Invitation to Job Interview;"Dear Mister Davies,

we have screened your application and we would like to get to know you in person. Therefore we would like to invite you to our headquarters next Thursday at 13:30. Do that date and time work for you?

Best regards
Jessica Parker
Junior Associate Human Resource and Employer Marketing

Ziegler Caterpillar
5300 Harbor Dr Sioux City,
IA 51111
(712) 252-4401.
office@ziegler-cat.com
CONFIDENTIALITY NOTICE: The contents of this email message and any attachments are intended solely for the addressee(s) and may contain confidential and/or privileged information and may be legally protected from disclosure.


";4
james.davies@att.net;j.parker@ziegler-cat.com;07.10.2019 07:33:00;547449.117640@att.net;884986.354786@ziegler-cat;Re:Invitation to Job Interview;"Dear Ms. Parker,

thanks a lot for your email. Yes, next Thursday at 13:30 works fine - I am looking forward to meeting you!

Best regards
James Davies";4
j.parker@ziegler-cat.com;james.davies@att.net;07.10.2019 08:20:00;318906.437405@ziegler-cat;547449.117640@att.net;Re:Re:Invitation to Job Interview;"Dear Mister Davies,

thank you for your quick reply. We are looking forward to seeing you. My assistant, Ms. Flatcher will pick you up at 13:30 at the lobby.

Best regards

Jessica Parker
Junior Associate Human Resource and Employer Marketing

Ziegler Caterpillar
5300 Harbor Dr Sioux City,
IA 51111
(712) 252-4401.
office@ziegler-cat.com
CONFIDENTIALITY NOTICE: The contents of this email message and any attachments are intended solely for the addressee(s) and may contain confidential and/or privileged information and may be legally protected from disclosure.";4
h.lincoln@ziegler-cat.com;j.parker@ziegler-cat.com;11.10.2019 08:45:00;680843.300651@ziegler-cat;;Job Interview Davies;"Hi Jessica,

wow, I was really impressed today by the performance of Mister Davies. We would really like to have him in our team!

Best,
Howard";3
j.parker@ziegler-cat.com;james.davies@att.net;12.10.2019 07:33:00;772003.358200@ziegler-cat;;Job Offer;"Dear mister Davies,

after getting to know you we were really impressed by your career and your presentation. We would like to offer you the job under the conditions we discussed in the interview. We hope, you accept our offer. In this case, please sign and send back the PDF I attached to the email. We will send you the contract via email - please sign it and bring it with you on your first day of work which is the first day of next month.

Best regards
Jessica Parker
Junior Associate Human Resource and Employer Marketing

Ziegler Caterpillar
5300 Harbor Dr Sioux City,
IA 51111
(712) 252-4401.
office@ziegler-cat.com
CONFIDENTIALITY NOTICE: The contents of this email message and any attachments are intended solely for the addressee(s) and may contain confidential and/or privileged information and may be legally protected from disclosure.";4
james.davies@att.net;j.parker@ziegler-cat.com;13.10.2019 08:38:00;899356.248396@att.net;772003.358200@ziegler-cat;Re: Job Offer;"Dear Miss Parker,

thank you so much - it was nice getting to know you. I agree to the specified conditions and I am happy to be working with your company. Please find attached the signed document.

Best regards and see you soon
James Davies";4
o.jones@freemail.com;office@ziegler-cat.com;14.01.2019 22:11:00;741121.111353@freemail;;Application as a receptionist;"To whom it may concern,
I would hereby apply for the position as receptionist. I have been working part-time as a receptionist during the last two years of my studies and I think that my experiences qualify me well.
Please find attached my application documents.

Best regards
Olivia Jones";1
j.parker@ziegler-cat.com;o.jones@freemail.com;14.01.2019 22:12:00;981430.962374@ziegler-cat;741121.111353@freemail;Your Application at Ziegler-Cat;"Dear Ms. Jones,

thank you a lot for your appliation which has been well received! Currently, many emails are reaching us - therefore please allow us up to 10 business days to reply to your application.

Thank you for your understanding.

Best regards
Jessica Parker
Junior Associate Human Resource and Employer Marketing

Ziegler Caterpillar
5300 Harbor Dr Sioux City,
IA 51111
(712) 252-4401.
office@ziegler-cat.com
CONFIDENTIALITY NOTICE: The contents of this email message and any attachments are intended solely for the addressee(s) and may contain confidential and/or privileged information and may be legally protected from disclosure.";2
j.parker@ziegler-cat.com;p.jenkins@ziegler-cat.com;17.01.2019 08:33:00;241873.509530@ziegler-cat;;Application Receptionist;"Hello Peter,
We received an application for the open position of a receptionist. Please find her information attached.

Best regards,
Jessica";3
p.jenkins@ziegler-cat.com;j.parker@ziegler-cat.com;17.01.2019 12:33:00;445265.934770@ziegler-cat;241873.509530@ziegler-cat;Re: Application Receptionist;"Hi Jessica,

the receptionists are no longer in the responsiblity of the plant security department but are now part of the Facility Management Team.

Best regards
Peter";3
j.parker@ziegler-cat.com;p.jenkins@ziegler-cat.com;17.01.2019 15:11:00;808553.868096@ziegler-cat;445265.934770@ziegler-cat;Re:Re: Application Receptionist;"Hi Peter,

alright - sorry for the misunderstanding, I will forward it to the correct department.

Best regards,
Jessica";3
j.parker@ziegler-cat.com;j.snyder@ziegler-cat.com;17.01.2019 16:27:00;990478.776941@ziegler-cat;;Application Receptionist;"Dear Mister Snyder,

we have an application for the open part-time position of a receptionist. Please find attached all the details.

Best regards
Jessica";3
j.snyder@ziegler-cat.com;j.parker@ziegler-cat.com;19.01.2019 11:11:00;319585.373256@ziegler-cat;990478.776941@ziegler-cat;Re: Application Receptionist;"Hello Ms. Parker,

the resume looks good - i would propose that she starts working for a trial period of two weeks and if everything is fine we can make a fixed contract. She could start next Monday at 07:00am.

Best regards
J Snyder";3
